На 01 июля 2019 года;;;;;;;;;;;;;
Листинг;Дата включения в список;Эмитент;ИНН;Ценная бумага;Тип ценной бумаги;Гос. рег. номер;Дата регистрации;Номинал;Объем;Торговый код;Дата погашения;Дата обращения;Предназначение для квалинвесторов
Третий уровень;18.07.2018;"АКБ ""Абсолют Банк"" (ПАО)";7736046991;биржевые процентные неконвертируемые документарные облигации на предъявителя  с обязательным  централизованным хранением серии БО-05;Облигация биржевая;4B020502306B;07.05.2013;1000;5 000 000;RU000A0JVD41;29.04.2020;;
Третий уровень;18.07.2018;"АКБ ""Абсолют Банк"" (ПАО)";7736046991;облигации серии С01 документарные неконвертируемые на предъявителя с обязательным централизованным хранением;Облигация корпоративная;40602306B;14.03.2016;1000;5 000 000;RU000A0JWF71;22.10.2021;;
Третий уровень;18.07.2018;"ПАО ""ФСК ЕЭС""";4716016979;Неконвертируемые процентные документарные облигации на предъявителя серии 09 с обязательным централизованным хранением;Облигация корпоративная;4-09-65018-D;05.11.2009;1000;5 000 000;RU000A0JR3M8;16.10.2020;;
Третий уровень;18.07.2018;"ПАО ""ФСК ЕЭС""";4716016979;Неконвертируемые процентные документарные облигации на предъявителя серии 11 с обязательным централизованным хранением;Облигация корпоративная;4-11-65018-D;05.11.2009;1000;10 000 000;RU000A0JR3L0;16.10.2020;;
Третий уровень;19.07.2018;ПАО Сбербанк;7707083893;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БСО-SBER_PRT-48m-001Р-15R;Облигация биржевая;4B021501481B001P;19.07.2018;1000;280 181;RU000A0ZZE38;07.08.2022;07.08.2018;
Третий уровень;23.07.2018;"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""";7734202860;Облигации серии 15, документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением без установленного срока погашения;Облигация корпоративная;41501978B;16.07.2018;1000;5 000 000;RU000A0ZZE87;;01.08.2018;Бумага предназначена для квалифицированного инвестора
Третий уровень;27.07.2018;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;Облигации с доходностью, привязанной к цене акций (стандартные облигации с возможностью автоматического досрочного погашения и накопительным купоном и частичной защитой капитала) со сроком погашения 10 августа 2021 года;Облигации иностранного эмитента;;;1250;4 000;XS1857100413;10.08.2021;31.07.2018;
Третий уровень;27.07.2018;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;Облигации с доходностью, привязанной к цене акций (стандартные облигации с возможностью автоматического досрочного погашения и накопительным купоном и частичной защитой капитала) со сроком погашения 10 августа 2021 года;Облигации иностранного эмитента;;;100000;5 000;XS1859436070;10.08.2021;31.07.2018;
Третий уровень;27.07.2018;"ООО ""ПР-Лизинг""";0278181110;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-01;Облигация биржевая;4B02-01-00371-R-001P;27.07.2018;1000;100 000;RU000A0ZZFP5;04.08.2021;08.08.2018;
Третий уровень;27.07.2018;ПАО Сбербанк;7707083893;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии ИОС-BSK_FIX_MEM-36m-001Р-19R;Облигация биржевая;4B021701481B001P;27.07.2018;1000;157 698;RU000A0ZZEU8;19.08.2021;31.07.2018;
Третий уровень;02.08.2018;"АО ""Центральная ППК""";7705705370;биржевые облигации неконвертируемые процентные документарные на предъявителя с обязательным централизованным хранением серии П01-БО-02;Облигация биржевая;4B02-02-11252-A-001P;02.08.2018;1000;4 000 000;RU000A0ZZFH2;03.08.2021;07.08.2018;
Третий уровень;03.08.2018;"АО ""АЛЬФА-БАНК""";7728168971;биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии 001Р-03;Облигация биржевая;4B020301326B001P;03.08.2018;1000;8 000;RU000A0ZZG36;06.09.2021;13.08.2018;
Третий уровень;03.08.2018;ПАО Сбербанк;7707083893;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии ИОС-BSK_FIX_MEM-42m-001Р-17R;Облигация биржевая;4B021801481B001P;03.08.2018;1000;2 400 271;RU000A0ZZFC3;15.02.2022;21.08.2018;
Третий уровень;06.08.2018;"АО АПРИ ""Флай Плэнинг""";7453326003;Биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П01;Облигация биржевая;4B02-01-00364-R-001P;06.08.2018;1000;200 000;RU000A1003E6;27.01.2022;12.02.2019;
Третий уровень;07.08.2018;"ООО ""СУЭК-Финанс""";7709851798;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-02R;Облигация биржевая;4B02-02-36393-R-001P;07.08.2018;1000;10 000 000;RU000A0ZZG93;09.08.2021;13.08.2018;
Третий уровень;07.08.2018;"ООО Специализированный застройщик ""СК Легион""";7447228150;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-01;Облигация биржевая;4B02-01-00392-R;07.08.2018;1000;200 000;RU000A0ZZNV7;04.10.2021;08.10.2018;
Третий уровень;08.08.2018;"АО ""Открытие Холдинг""";7708730590;Биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-П01;Облигация биржевая;4B02-01-14406-A-001P;22.05.2017;1000;35 000 000;RU000A0JXTG4;26.05.2032;;
Третий уровень;08.08.2018;"АО ""Открытие Холдинг""";7708730590;облигации неконвертируемые процентные документарные на предъявителя серии 06 с обязательным централизованным хранением;Облигация корпоративная;4-06-14406-A;18.09.2012;1000;5 000 000;RU000A0JU2N3;27.07.2028;;
Третий уровень;08.08.2018;"АО ""Открытие Холдинг""";7708730590;Облигации неконвертируемые процентные документарные на предъявителя серии 02 с обязательным централизованным хранением;Облигация корпоративная;4-02-14406-A;08.12.2011;1000;5 000 000;RU000A0JS264;10.12.2026;;
Третий уровень;08.08.2018;"АО ""Открытие Холдинг""";7708730590;облигации неконвертируемые процентные документарные на предъявителя серии 05 с обязательным централизованным хранением;Облигация корпоративная;4-05-14406-A;18.09.2012;1000;5 000 000;RU000A0JTX09;25.04.2028;;
Третий уровень;08.08.2018;"АО ""Открытие Холдинг""";7708730590;биржевые облигации документарные процентные неконвертируемые на предъявителя серии БО-04 с обязательным централизованным хранением;Облигация биржевая;4B02-04-14406-A;26.05.2014;1000;60 000 000;RU000A0JUWV3;30.09.2027;;
Третий уровень;08.08.2018;"АО ""Открытие Холдинг""";7708730590;Облигации неконвертируемые процентные документарные на предъявителя серии 03 с обязательным централизованным хранением;Облигация корпоративная;4-03-14406-A;18.09.2012;1000;7 000 000;RU000A0JT3J2;17.09.2027;;
Третий уровень;08.08.2018;"АО ""Открытие Холдинг""";7708730590;Биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-П04;Облигация биржевая;4B02-04-14406-A-001P;18.07.2017;1000;15 000 000;RU000A0JXYH2;22.07.2030;;
Третий уровень;08.08.2018;"АО ""Открытие Холдинг""";7708730590;Биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-П03;Облигация биржевая;4B02-03-14406-A-001P;18.07.2017;1000;10 000 000;RU000A0JXYG4;23.07.2029;;
Третий уровень;08.08.2018;"АО ""Открытие Холдинг""";7708730590;Биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-П02;Облигация биржевая;4B02-02-14406-A-001P;18.07.2017;1000;5 000 000;RU000A0JXYE9;23.07.2029;;
Третий уровень;08.08.2018;"АО ""Открытие Холдинг""";7708730590;биржевые облигации документарные процентные неконвертируемые на предъявителя серии БО-03 с обязательным централизованным хранением;Облигация биржевая;4B02-03-14406-A;26.05.2014;1000;42 000 000;RU000A0JURM2;14.07.2027;;
Третий уровень;08.08.2018;"АО ""Открытие Холдинг""";7708730590;облигации неконвертируемые процентные документарные на предъявителя серии 04 с обязательным централизованным хранением;Облигация корпоративная;4-04-14406-A;18.09.2012;1000;5 000 000;RU000A0JTH82;08.12.2027;;
Третий уровень;08.08.2018;"АО ""Открытие Холдинг""";7708730590;биржевые облигации документарные процентные неконвертируемые на предъявителя серии БО-02 с обязательным централизованным хранением;Облигация биржевая;4B02-02-14406-A;26.05.2014;1000;7 000 000;RU000A0JVDR9;20.04.2028;;
Третий уровень;08.08.2018;"АО ""Открытие Холдинг""";7708730590;биржевые облигации документарные процентные неконвертируемые на предъявителя серии БО-01 с обязательным централизованным хранением;Облигация биржевая;4B02-01-14406-A;26.05.2014;1000;20 000 000;RU000A0JVPJ0;05.08.2025;;
Третий уровень;09.08.2018;Банк ГПБ (АО);7744001497;неконвертируемые документарные процентные облигации серии 01-АТ1 на предъявителя с обязательным централизованным хранением, предназначенные для квалифицированных инвесторов, без установленного срока погашения;Облигация корпоративная;41900354B;02.08.2018;1000;20 000 000;RU000A0ZZFZ4;;05.09.2018;Бумага предназначена для квалифицированного инвестора
Третий уровень;13.08.2018;"ООО ТД ""Мясничий""";2462232112;биржевые облигаций документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П02;Облигация биржевая;4B02-02-00317-R-001P;13.08.2018;1000;100 000;RU000A0ZZGZ2;04.08.2021;20.08.2018;
Третий уровень;13.08.2018;"ПАО ""ТрансФин-М""";7708797192;акции обыкновенные;Акция обыкновенная;1-01-50156-A;27.08.2013;0.1;132 150 000 000;TRFM;;15.08.2018;
Третий уровень;14.08.2018;"ООО ""УК ""БАЙКАЛ""";7714937546;"Инвестиционные паи Закрытого паевого инвестиционного комбинированного фонда ""БАЙКАЛ Кредитный""";Пай закрытого ПИФа;2983;13.05.2015;;;RU000A0JVKZ7;01.10.2029;16.08.2018;Бумага предназначена для квалифицированного инвестора
Третий уровень;17.08.2018;ПАО Сбербанк;7707083893;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии ИОС-SBER_PRT-48m-001Р-20R;Облигация биржевая;4B021901481B001P;17.08.2018;1000;628 518;RU000A0ZZHD7;30.08.2022;30.08.2018;
Третий уровень;21.08.2018;"ПАО КБ ""Центр-инвест""";6163011391;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-001Р-05;Облигация биржевая;4B020502225B001P;21.08.2018;1000;412 075;RU000A0ZZKP5;03.03.2022;06.09.2018;
Третий уровень;24.08.2018;"ООО ""Диалекс""";5410036190;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П01;Облигация биржевая;4B02-01-00379-R-001P;24.08.2018;4000000;75;RU000A0ZZKW1;21.08.2021;06.09.2018;
Третий уровень;27.08.2018;"АО ""Коммерческая недвижимость ФПК ""Гарант-Инвест""";7726637843;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-04;Облигация биржевая;4B02-04-71794-H-001P;27.08.2018;1000;500 000;RU000A0ZZJZ6;26.08.2020;29.08.2018;
Третий уровень;28.08.2018;"ООО ""Инвестторгстрой""";6661104190;Неконвертируемые процентные документарные биржевые облигации на предъявителя серии БО-01 с обязательным централизованным хранением;Облигация биржевая;4B02-01-10027-R;28.08.2018;1000;1 000 000;RU000A0ZZNM6;20.09.2028;03.10.2018;
Третий уровень;31.08.2018;"ПАО ""ИНГРАД""";7702336269;акции обыкновенные;Акция обыкновенная;1-01-50020-A;06.12.2002;1000;41 220 793;OPIN;;;
Третий уровень;03.09.2018;ПАО Сбербанк;7707083893;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии ИОС_PRT_VOLCTRL-42m-001Р-25R;Облигация биржевая;4B022101481B001P;03.09.2018;1000;942 396;RU000A0ZZKR1;15.03.2022;05.09.2018;
Третий уровень;03.09.2018;ПАО Сбербанк;7707083893;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии ИОС_PRT_VOLCTRL-42m-001Р-21R;Облигация биржевая;4B022001481B001P;03.09.2018;1000;582 300;RU000A0ZZKS9;15.03.2022;05.09.2018;
Третий уровень;07.09.2018;"ООО ""УК ""Финансовая основа""";9729066711;"Инвестиционные паи Закрытого паевого инвестиционного фонда недвижимости ""Торговые ряды Лобня""";Пай закрытого ПИФа;3279;14.02.2017;;;RU000A0ZZ422;10.01.2032;10.09.2018;
Третий уровень;07.09.2018;ПАО Сбербанк;7707083893;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии ИОС-BM_BSK_FIX_MEM-36m-001Р-22R;Облигация биржевая;4B022201481B001P;07.09.2018;1000;659 601;RU000A0ZZL54;14.10.2021;25.09.2018;
Третий уровень;11.09.2018;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;Облигации с доходностью, привязанной к цене акций (стандартные облигации с возможностью автоматического досрочного погашения и накопительным купоном) со сроком погашения 30 сентября 2021 года;Облигации иностранного эмитента;;;1250;8 000;XS1870376461;30.09.2021;13.09.2018;
Третий уровень;11.09.2018;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;Облигации с участием в доходности паевых инвестиционных фондов с защитой капитала со сроком погашения в августе 2021 года;Облигации иностранного эмитента;;;100000;3 500;XS1859436401;31.08.2021;13.09.2018;
Третий уровень;11.09.2018;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;Облигации с доходностью, привязанной к цене акций (стандартные облигации с возможностью автоматического досрочного погашения и накопительным купоном и частичной защитой капитала) со сроком погашения  01 октября 2021 года;Облигации иностранного эмитента;;;100000;5 000;XS1873963794;01.10.2021;13.09.2018;
Третий уровень;13.09.2018;"ООО ""Солид-Лизинг""";7714582540;биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии БО-001-02;Облигация биржевая;4B02-02-00330-R-001P;13.09.2018;1000;180 000;RU000A0ZZMQ9;19.09.2023;25.09.2018;
Третий уровень;17.09.2018;"ООО ""Держава-Платформа""";7704860781;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-01Р-02;Облигация биржевая;4B02-02-00366-R-001P;17.09.2018;1000;250 000;RU000A0ZZNL8;18.05.2023;03.10.2018;
Третий уровень;17.09.2018;"ООО ""Инвестторгстрой""";6661104190;Неконвертируемые процентные документарные облигации на предъявителя серии 01 с обязательным централизованным хранением;Облигация корпоративная;4-01-10027-R;08.11.2017;1000;1 000 000;RU000A0ZYPB7;19.01.2023;25.09.2018;
Третий уровень;19.09.2018;ПАО Сбербанк;7707083893;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии ИОС_PRT_VOLCTRL-42m-001Р-18R;Облигация биржевая;4B022301481B001P;19.09.2018;1000;472 581;RU000A0ZZMA3;31.03.2022;21.09.2018;
Третий уровень;20.09.2018;ПАО Сбербанк;7707083893;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии ИОС-BSK_FIX_MEM-42m-001Р-23R;Облигация биржевая;4B022401481B001P;20.09.2018;1000;1 317 762;RU000A0ZZMB1;24.03.2022;27.09.2018;
Третий уровень;21.09.2018;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;Кредитные облигации со сроком погашения в сентябре 2023 года;Облигации иностранного эмитента;;;100000;10 000;XS1822383094;27.09.2023;25.09.2018;
Третий уровень;28.09.2018;"АО ""ВЭБ-лизинг""";7709413138;неконвертируемые процентные документарные облигации на предъявителя серии 03 с обязательным централизованным хранением, c возможностью досрочного погашения по требованию владельцев и по усмотрению Эмитента;Облигация корпоративная;4-03-43801-H;10.03.2011;1000;5 000 000;RU000A0JREW5;02.04.2021;;
Третий уровень;01.10.2018;Raven Property Group Limited (Рейвен Проперти Груп Лимитед);0010037589;Обыкновенные акции;Акции иностранного эмитента;;;0.01;600 494 050;RAVN;;03.10.2018;
Третий уровень;01.10.2018;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;Кредитные облигации со сроком погашения в июне 2023 года;Облигации иностранного эмитента;;;1250;16 000;XS1878009866;20.06.2023;03.10.2018;
Третий уровень;05.10.2018;ПАО Сбербанк;7707083893;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии ИОС_PRT_VOLCTRL-42m-001Р-24R;Облигация биржевая;4B022501481B001P;05.10.2018;1000;284 434;RU000A0ZZP19;18.04.2022;08.10.2018;
Третий уровень;05.10.2018;ПАО Сбербанк;7707083893;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии ИОС_PRT_VOLCTRL-42m-001Р-27R;Облигация биржевая;4B022601481B001P;05.10.2018;1000;517 416;RU000A0ZZP35;18.04.2022;08.10.2018;
Третий уровень;05.10.2018;ПАО Сбербанк;7707083893;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии ИОС-BM_BSK_FIX_MEM-36m-001Р-29R;Облигация биржевая;4B022701481B001P;05.10.2018;1000;567 529;RU000A0ZZP27;11.11.2021;23.10.2018;
Третий уровень;10.10.2018;"АО ""Светофор Групп""";7814693830;Биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П01;Облигация биржевая;4B02-01-24350-J-001P;10.10.2018;1000;50 000;RU000A0ZZQ59;20.10.2020;23.10.2018;
Третий уровень;12.10.2018;"ООО ""ДиректЛизинг""";7709673048;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-03;Облигация биржевая;4B02-03-00308-R-001P;12.10.2018;1000;100 000;RU000A0ZZR90;26.10.2021;30.10.2018;
Третий уровень;12.10.2018;ПАО Сбербанк;7707083893;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии ИОС-BSK_FIX_MEM-42m-001Р-30R;Облигация биржевая;4B022801481B001P;12.10.2018;1000;529 466;RU000A0ZZPE8;21.04.2022;25.10.2018;
Третий уровень;15.10.2018;"ООО ""УК ""Атон-менеджмент""";7701253764;"Инвестиционные паи Интервального паевого инвестиционного комбинированного фонда ""Мировые инвестиции""";Пай интервального ПИФа;3483;29.03.2018;;;RU000A0ZZCD8;01.02.2028;16.10.2018;Бумага предназначена для квалифицированного инвестора
Третий уровень;16.10.2018;"АО ""Россельхозбанк""";7725114488;неконвертируемые процентные документарные Биржевые облигации на предъявителя серии БО-06Р с обязательным централизованным хранением;Облигация биржевая;4B020603349B001P;16.10.2018;1000;13 000 000;RU000A0ZZPZ3;14.10.2022;19.10.2018;
Третий уровень;17.10.2018;ПАО Сбербанк;7707083893;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии ИОС_PRT_VOLCTRL-42m-001Р-33R;Облигация биржевая;4B023001481B001P;17.10.2018;1000;587 714;RU000A0ZZQ18;28.04.2022;19.10.2018;
Третий уровень;19.10.2018;"АО ""Сбербанк Управление Активами""";7710183778;"инвестиционные паи Комбинированного закрытого паевого инвестиционного фонда ""Сбербанк - Арендный бизнес 3""";Пай закрытого ПИФа;3445;23.01.2018;;;RU000A0ZZ5R2;16.10.2023;22.10.2018;Бумага предназначена для квалифицированного инвестора
Третий уровень;23.10.2018;ПАО Сбербанк;7707083893;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии ИОС-SBER-RX_ASN_PRT-48m-001Р-31R;Облигация биржевая;4B023101481B001P;23.10.2018;1000;490 512;RU000A0ZZQK3;27.10.2022;30.10.2018;
Третий уровень;24.10.2018;"АО ""Россельхозбанк""";7725114488;облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 17;Облигация корпоративная;41703349B;08.02.2012;1000;10 000 000;RU000A0JT7M7;11.10.2022;;
Третий уровень;25.10.2018;Банк ГПБ (АО);7744001497;биржевые облигации процентные неконвертируемые документарные на предъявителя с обязательным централизованным хранением серии 002Р-02-BASKET_CALL_SPREAD;Облигация биржевая;4B020200354B002P;25.10.2018;1000;700 000;RU000A0ZZRC8;30.10.2019;30.10.2018;
Третий уровень;25.10.2018;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;Облигации с доходностью, привязанной к цене акций (стандартные облигации с возможностью автоматического досрочного погашения и накопительным купоном) со сроком погашения 9 ноября 2021;Облигации иностранного эмитента;;;1000;3 000;XS1892856128;09.11.2021;29.10.2018;
Третий уровень;25.10.2018;"ООО ""Держава-Платформа""";7704860781;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-01Р-03;Облигация биржевая;4B02-03-00366-R-001P;25.10.2018;1000;250 000;RU000A0ZZS73;18.05.2023;07.11.2018;
Третий уровень;31.10.2018;ПАО Сбербанк;7707083893;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии ИОС-BSK_FIX_MEM-36m-001Р-35R;Облигация биржевая;4B023201481B001P;31.10.2018;1000;880 175;RU000A0ZZRU0;06.12.2021;16.11.2018;
Третий уровень;06.11.2018;ПАО Сбербанк;7707083893;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии ИОС_PRT_VOLCTRL-42m-001Р-36R;Облигация биржевая;4B023301481B001P;06.11.2018;1000;663 984;RU000A0ZZSJ1;18.05.2022;08.11.2018;
Третий уровень;06.11.2018;ПАО Сбербанк;7707083893;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии ИОС_PRT_VOLCTRL-42m-001Р-37R;Облигация биржевая;4B023401481B001P;06.11.2018;1000;127 915;RU000A0ZZSK9;18.05.2022;08.11.2018;
Третий уровень;12.11.2018;"АО ""ТКХ""";7704484400;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П02;Облигация биржевая;4B02-02-00349-R-001P;12.11.2018;1000;5 000 000;RU000A0ZZTK7;02.11.2028;15.11.2018;
Третий уровень;14.11.2018;"ООО ""СФО ИнвестКредит Финанс""";7702403476;Облигации документарные процентные неконвертируемые с залоговым обеспечением на предъявителя с обязательным централизованным хранением;Облигация корпоративная;4-01-00422-R;29.10.2018;1000;500 000;RU000A0ZZW44;29.11.2021;03.12.2018;
Третий уровень;15.11.2018;"ООО ""МСБ-Лизинг""";6164218952;Биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 002P-01;Облигация биржевая;4B02-01-24004-R-001P;15.11.2018;1000;150 000;RU000A0ZZUR0;09.05.2021;21.11.2018;
Третий уровень;15.11.2018;ПАО Сбербанк;7707083893;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии ИОС-BSK_FIX_MEM-36m-001Р-38R;Облигация биржевая;4B023701481B001P;15.11.2018;1000;50 000;RU000A0ZZTX0;06.12.2021;16.11.2018;
Третий уровень;15.11.2018;ПАО Сбербанк;7707083893;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии ИОС-EURUSD_RA_FIX-36m-001Р-28R;Облигация биржевая;4B023601481B001P;15.11.2018;1000;1 235 781;RU000A0ZZTW2;20.12.2021;30.11.2018;
Третий уровень;16.11.2018;"ООО ""ГрузовичкоФ-Центр""";7719819987;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П02;Облигация биржевая;4B02-02-00337-R-001P;16.11.2018;10000;4 000;RU000A0ZZV03;12.11.2020;23.11.2018;
Третий уровень;16.11.2018;"ООО ""ХК Финанс""";7743889590;биржевые облигации неконвертируемые документарные процентные на предъявителя с обязательным централизованным хранением серии 001Р-02;Облигация биржевая;4B02-02-36426-R-001P;16.11.2018;1000;2 000 000;RU000A0ZZUZ3;19.11.2021;23.11.2018;
Третий уровень;19.11.2018;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;Кредитные облигации со сроком погашения в октябре 2023 года;Облигации иностранного эмитента;;;50000;600;XS1900962892;26.10.2023;21.11.2018;
Третий уровень;19.11.2018;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;"Кредитные облигации ""До первого дефолта"" со сроком погашения в декабре 2023 года";Облигации иностранного эмитента;;;1250;8 000;XS1904686661;28.12.2023;21.11.2018;
Третий уровень;19.11.2018;ПАО Сбербанк;7707083893;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии ИОС_PRT_VOLCTRL-42m-001Р-39R;Облигация биржевая;4B023801481B001P;19.11.2018;1000;437 268;RU000A0ZZUX8;01.06.2022;22.11.2018;
Третий уровень;20.11.2018;"АО ""Россельхозбанк""";7725114488;"неконвертируемые процентные документарные Биржевые облигации на 
предъявителя серии БО-07Р с обязательным централизованным хранением";Облигация биржевая;4B020703349B001P;20.11.2018;1000;19 900 000;RU000A0ZZVQ0;22.11.2038;29.11.2018;
Третий уровень;21.11.2018;"АО ""Россельхозбанк""";7725114488;облигации серии 31Т1 документарные на предъявителя с обязательным централизованным хранением процентные неконвертируемые без установленного срока погашения;Облигация корпоративная;47903349B;08.11.2018;1000;5 000 000;RU000A0ZZUS8;;30.11.2018;Бумага предназначена для квалифицированного инвестора
Третий уровень;21.11.2018;"ЗАО ЛК ""Роделен""";7813379412;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии 001Р-01;Облигация биржевая;4B02-01-19014-J-001P;21.11.2018;1000;200 000;RU000A0ZZV52;10.11.2021;26.11.2018;
Третий уровень;23.11.2018;"ООО ""Роял Капитал""";4025428684;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии БО-П02;Облигация биржевая;4B02-02-00382-R-001P;23.11.2018;1000;50 000;RU000A0ZZWG9;01.12.2020;04.12.2018;
Третий уровень;27.11.2018;"ООО УК ""Альфа-Капитал""";7728142469;"инвестиционные паи биржевого паевого инвестиционного фонда рыночных финансовых инструментов ""ТЕХНОЛОГИИ 100""";Пай биржевого ПИФа;3591;13.11.2018;;;AKNX;03.09.2033;10.12.2018;
Третий уровень;28.11.2018;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;Облигации с доходностью, привязанной к цене акций с частичной защитой капитала, со сроком погашения 01 декабря 2021 года;Облигации иностранного эмитента;;;100000;3 000;XS1903464391;01.12.2021;30.11.2018;
Третий уровень;28.11.2018;БрокерКредитСервис Стракчэрд Продактс ПиЭлСи (BrokerCreditService Structured Products Plc);0010035220;Облигации с доходностью, привязанной к цене акций с фиксированным купоном и полной защитой капитала, со сроком погашения 30 ноября 2021 года;Облигации иностранного эмитента;;;1250;4 000;XS1894115705;30.11.2021;30.11.2018;
Третий уровень;28.11.2018;"ООО ""СФО ТКБ МСП 1""";7743104475;"неконвертируемые документарные процентные облигации с залоговым обеспечением денежными требованиями на предъявителя с обязательным централизованным хранением класса ""А"", предназначенные для квалифицированных инвесторов";Облигация корпоративная;4-01-00420-R;26.10.2018;1000;5 000 000;RU000A0ZZYV4;31.10.2033;10.01.2019;Бумага предназначена для квалифицированного инвестора
Третий уровень;28.11.2018;ПАО Сбербанк;7707083893;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии ИОС-BSK_FIX_MEM-24m-001Р-41R;Облигация биржевая;4B023901481B001P;28.11.2018;1000;1 408 410;RU000A0ZZW51;15.12.2020;18.12.2018;
Третий уровень;28.11.2018;ПАО Сбербанк;7707083893;биржевые облигации документарные процентные неконвертируемые на предъявителя с обязательным централизованным хранением серии ИОС-BM_BSK_FIX_MEM-36m-001Р-42R;Облигация биржевая;4B024001481B001P;28.11.2018;1000;838 410;RU000A0ZZW69;10.01.2022;21.12.2018;
